Text,Price
크립토 '공포·탐욕 지수' 21... 극단적 공포 지속 | 코인니스,-1
"BTC 녹색 채굴 기업, 2억 달러 자금조달 계획 | 코인니스",-1
"그레이스케일, 디파이 펀드 출시 | 코인니스",-1
"BTC 약세 지속, 31,000 달러선 반납 | CoinNess",-1
"외신 ""로빈후드, IPO서 350억 달러 가치 평가 모색 中"" | 코인니스",-1
"그레이스케일 CEO ""GBTC→ETF 전환, 100% 노력 중"" | 코인니스",-1
"외신 ""우크라이나 당국이 압수한 플스4, 코인 채굴 용도 아니야"" | 코인니스",-1
"칠리즈, 아스날FC 팬토큰 AFC 출시 | 코인니스",-1
"케냐 선관위 위원 후보 ""선거에 블록체인 도입 시 비용 절감"" | 코인니스",-1
"美 국채 10년물 금리, 1.2087%로 하락세 | CoinNess",-1
"피터 브랜트 ""도지코인, 헤드앤숄더 패턴 따라 하락 가능성"" | 코인니스",-1
"미 공화당 의원 ""베이징 올림픽서 디지털 위안화 사용 제한해야"" | CoinNess",1
"분석 ""AXS 971% 랠리 후 급락...추가 하락 가능성"" | 코인니스",1
"리플 파트너 니움·피도르은행, 비자·페이도 앱과 파트너십 | CoinNess",1
"""코인베이스, 유동성 늘리려 투자자 유인"" 500만 달러 집단 손배소 | 코인니스",1
"ETH 대규모 이체, 2,096억 원 규모…제미니→익명 | 코인니스",1
"외신 ""암호화폐 투자 펀드, 비트코인↓이더리움↑"" | 코인니스",1
"로빈후드 ""소매 거래 둔화...암호화폐 감소 특히 두드러져"" | 코인니스",1
"로이터 ""스페인, 팬데믹 기간 현금 사용 퇴출 추세...디지털유로화 필요성↑"" | 코인니스",1
"리플, SEC 위원의 최근 성명 이용해 소송 각하 추진 | 코인니스",1
"中 매체 디지털 위안화 띄우기...""비트코인보다 편리하고 개방적"" | 코인니스",1
"비트루 거래소, 카르다노 블록체인 기반 자산 지원 예정 | 코인니스",1
"美 SEC, 암호화폐 결제 앱 개발업체 CEO 사기 혐의로 기소 | 코인니스",1
美 증시 3대 지수 하락 마감 | 코인니스,1
"로스차일드 인베스트먼트, GBTC·ETHE 주식 추가 매입 | 코인니스",1
"그레이스케일 암호화폐 운용 자산, 약 273억 달러 | 코인니스",1
"美 옐런 재무장관 ""스테이블코인 규제 프레임워크 신속히 구축"" | 코인니스",1
"분석 ""현재 비트코인 판매자 대다수 적자 기록"" | 코인니스",1
빗썸 실시간 주요 암호화폐 시세 | 코인니스,1
"비트렉스 글로벌, CBANK 상장 | 코인니스",1
"레전드 서퍼 켈리 슬레이터, 자체 암호화폐 발행 계획 | 코인니스",1
"폴리곤, 블록체인 게임·NFT 개발 추진 자회사 설립 | 코인니스",1
"일론 머스크·잭 도시·캐시 우드, 7/22 비트코인 토론 예정 | 코인니스",1
"넥슨, 유럽거래소 '비트스탬프' 2000억 추가 투자 | 코인니스",1
"NFT 플랫폼 디파인, 57억 투자 유치 | 코인니스",1
"업비트, 상반기 매출 1조 첫 돌파 | 코인니스",1
ETH 1800달러 반납 | 코인니스,1
"노셔널, 9월 V2 릴리즈 및 NOTE 토큰 발행 | CoinNess",1
"BTC 유통량 10.5%, 3만1000~3만4300달러 구간서 거래 | 코인니스",1
"뉴저지주, 암호화폐 대출 플랫폼 블록파이에 증권법 위반 혐의 적용 | 코인니스",1
크립토 '공포·탐욕 지수' 19... 극단적 공포 지속 | 코인니스,1
"유명 복서 타이슨 퓨리 NFT, 98만7000달러에 낙찰 | 코인니스",1
"Aave 설립자 ""이더리움 기반 트위터 구축 추진"" | 코인니스",1
"디비전 네트워크,  NFT 소셜 마켓 플레이스 트윈치와 파트너십 체결 | 코인니스",1
BTC 3만달러 반납.. 6/22 이후 처음 | 코인니스,1
"블록파이 ""7/22부터 뉴저지 고객 이자계정 개설 중단 명령 받아"" | 코인니스",1
"더나인 컴퍼니 코리아, 키오스크에 코인 결제 시스템 도입 | 코인니스",1
"블록파이 ""BIA 증권 아냐.. 뉴저지 증권국 조치에 비동의"" | 코인니스",1
"지난 1시간, 1.49억 달러 선물 포지션 강제청산 | 코인니스",1
"피델리티 서베이 ""기관투자자 90%, 2026년까지 암호화폐 보유 계획"" | 코인니스",1
"데이터 ""지난주 BTC 일평균 수수료, 유니스왑·Aave에도 못 미쳐"" | 코인니스",1
에이프로빗 실시간 주요 암호화폐 시세 | 코인니스,1
"한은 CBDC 모의실험 사업자, 카카오 그라운드X 선정 | 코인니스",1
"로빈후드, 美 뉴욕 당국과 암호화폐 관련 3000만 달러 벌금 합의 | CoinNess",1
"엘뱅크, MOONRISE 상장 | 코인니스",1
"후오비코리아 ""전 임직원 자사 거래소 매매 금지"" | 코인니스",1
"DASH 평균 거래 수수료, 작년 7월 이후 최고 | 코인니스",1
"테더 CTO ""시장 90% 폭락해도 스테이블 코인 성장 가능"" | 코인니스",1
메이커다오 옵티미즘 Dai 브릿지 론칭 | 코인니스,1
베네수엘라 비트코인 채굴 박물관 개관 | 코인니스,1
IOST 기반 NFT 마켓플레이스 리바이벌 출시 | CoinNess,1
포블게이트 실시간 주요 암호화폐 시세 | 코인니스,1
"채굴자들, 거래소로 3,316 BTC 송금 | 코인니스",1
"전 구글 프로덕트 매니저, 라이트닝 랩 합류 | 코인니스",1
"비트멕스, 알트코인·디파이 바스켓 지수 출시 | 코인니스",1
"바이프로스트, 쿠사마 5차 슬롯 경매 낙찰 | 코인니스",1
"지난주 NFT 리뷰 ""2차 거래 시장 거래량·거래 가격 동반 상승"" | 코인니스",1
"외신 ""BTC 고래 주소, 채굴자 매도 물량 흡수 중"" | 코인니스",1
"크립토닷컴, 카드 결제 사용 가능 암호화폐 17개 신규 추가 | 코인니스",1
"USDC 창업자 ""옐런 '스테이블코인 규제' 강조, 업계에 긍정적 영향"" | 코인니스",1
"데이터 ""3년 '휴면' BTC 고래, 지난주 8.41억 달러 규모 BTC 매입"" | 코인니스",1
"JP모건 자산운용 CEO ""대다수 고객, BTC 새로운 자산 유형으로 인식"" | 코인니스",1
"오스프리 펀드 CEO ""美 SEC 비트코인 ETF 출시 승인, 빨라도 내년"" | 코인니스",1
"NFT 마켓 오픈시, 1억 달러 투자 유치...a16z 주도 | 코인니스",1
"팬케이크스왑, 이번주 560만 CAKE 소각 완료...6,850만 달러 규모 | CoinNess",1
"리서치 ""비트코인 3만 달러선 붕괴...채굴자 매도량 증가"" | 코인니스",1
"메티스, 자체 개발 미들웨어 출시 예정 | 코인니스",1
"크립토닷컴, 메인넷 호환 EVM 체인 크로노스 테스트넷 공개 | 코인니스",1
"글로벌 투자은행 UBS CEO ""암호화폐, 검증되지 않은 자산"" | 코인니스",1
"BTC 시장 '큰 손' 러퍼 인베스트 ""단기적으로 BTC 투자 힘들 것"" | 코인니스",1
"마스터카드, 스테이블코인 활용한 암호화폐 결제 테스트 진행 | 코인니스",1
"中 외교부 ""美 정치권, 디지털 위안화 갖고 시비 걸지 마"" | 코인니스",1
OKEx. 오늘 9시 KAR 상장 | 코인니스,1
"외신 ""주식 시장 위험 회피 심리, 암호화폐 하락 야기"" | 코인니스",1
"바이낸스 풀, 31일 BSV 채굴 서비스 중단 | 코인니스",1
"FTX, 제104차 FTT 바이백 및 소각 완료 | 코인니스",1
엑시인피니티 서버 최적화 작업..일부 기능 지연 가능성 | 코인니스,1
"애니모카브랜드, 글로벌 VC와 NFT 엑셀러레이팅 프로그램 출범 | 코인니스",1
"엄브렐라네트워크, 체인스왑 해킹 피해 관련 신규 토큰 에어드랍 | 코인니스",1
"조지아 정부, 현지 생산 와인 연계 NFT 발행 예정 | 코인니스",1
"코인베이스 인수 인프라 개발사, 솔라나 기반 개발 툴 출시 | 코인니스",1
"NFT 마켓 4K, 300만 달러 투자 유치 | 코인니스",1
"코인펀드, 8300만 달러 규모 디파이·NFT 투자 펀드 조성 | 코인니스",1
"디파이 개발사 코인98, 1,125만 달러 규모 투자 유치 | 코인니스",1
"디파이 개발사 코인98, 1,125만 달러 규모 투자 유치...해시드 주도 | 코인니스",1
USDC 준비 자산 공개...현금 및.현금성 자산 61% | 코인니스,1
"뉴욕증권거래소 아르카 플랫폼, 암호화폐 채굴 산업 투자 ETF 상장 | 코인니스",1
"EU, 암호화폐 자산 이동 규정 강화 법안 발의...익명 암호화폐 월렛 금지 | 코인니스",1
BTC 옵션 2만·2.2만 달러 풋옵션 급증...시장 약세 전망 반영 | 코인니스,-1
"베가 프로토콜, 코인리스트서 토큰세일... 4300만 달러 투자 유치 | 코인니스",-1
"보스턴 소재 VC, 1.92억 달러 규모 펀드 조성...크립토 등 투자 | 코인니스",-1
ETH 1800 달러 일시 회복 | 코인니스,-1
"디파이 수익 애그리게이터 플루리 파이낸스, 300만 달러 투자 유치 | 코인니스",-1
"美 상원의원, ""랜섬웨어 공격 관련 암호화폐 역할 조사 필요"" | 코인니스",-1
"타이탄, 5800만 달러 시리즈 B 투자 유치...a16z 등 참여 | 코인니스",-1
"FTX, 9억 달러 시리즈 B 투자 유치... 기업 가치 180억 달러 평가 | 코인니스",-1
"美 세금 컴플라이언스 기업 택스비트, 유니콘 등극 위해 투자 유치 계획 | 코인니스",-1
"외신 ""바이낸스, FTX 지분 정리... 좋은 조건으로 완료"" | 코인니스",-1
"외신 ""BTC, 50주 이동평균선 하회시 1.3만 달러선까지 하락 가능"" | 코인니스",-1
"포브스 ""CBDC, 비트코인 시장 역동성 향상"" | 코인니스",-1
"ENJ, 유엔 산하 ESG 경영 이니셔티브 가입 | 코인니스",-1
"미 하원 소위원회, 랜섬웨어 주제로 청문회 개최... 암호화폐 외 문제도 존재 | 코인니스",-1
"BoA, 유럽 헤지펀드에 암호화폐 ETP 서비스 제공 | 코인니스",-1
"실버게이트 2Q 디지털화폐 수수료 수익, 전 분기 比 59% ↑...SEN 유동성 증가 | 코인니스",-1
"그레이스케일 암호화폐 운용 자산, 약 262억 달러 | 코인니스",-1
"S&P 크립토인덱스, 243개 코인 포함... DOGE·XRP 등 제외 | 코인니스",-1
"캐나다 중앙은행, CBDC 연구 결과 발표 | 코인니스",-1
"메이커 재단 설립자 ""수개월 내 재단 해체"" | 코인니스",-1
"이더리움 공동 창업자 ""업계 떠나도 암호화폐 청산 안 해"" | 코인니스",-1
"2500억 실탄장전 비덴트, ‘빗썸’ 진짜 주인 등극하나 | 코인니스",-1
"포춘 ""테슬라 BTC 투자수익, 최근 폭락으로 증발"" | 코인니스",-1
"비트코인 3만달러 선 붕괴…전문가들, ""추가 하락 후 반등할 것"" | 코인니스",-1
"서클, 폴로닉스-SEC 합의 위해 1040만달러 준비 | 코인니스",-1
크립토 '공포·탐욕 지수' 10... 극단적 공포 지속 | CoinNess,-1
"이더리움클래식, 7/24 마그네토 하드포크 예상 | 코인니스",-1
"다날, 비트코인 배달결제 시장 여나…2위 배달업체 350억원 투자 | 코인니스",-1
"골드만삭스 ""BTC 가격, 네트워크 규모 대비 고평가"" | 코인니스",-1
"CNBC 매드머니 진행자 ""테더, 준비자산 기업어음 구성비율 공개하라"" | 코인니스",-1
"북한 암호화폐 특강 ETH 개발자, 코인베이스 계정 확인 후 재수감 | 코인니스",-1
"두나무 계열사 람다 256, 디비전 메타버스에서 컨퍼런스 개최 | 코인니스",-1
하정우 그림 '카톡 NFT 장터'서 판다…2800만원에 경매 시작 | 코인니스,-1
"후오비코리아, APENFT 에어드롭 지급 완료 | 코인니스",-1
"이퀼리브리엄, DAI 지원 발표 | CoinNess",-1
7월 21일 코인니스 데일리 선물 차트 분석 | 코인니스,-1
BTC 3만달러 회복 | CoinNess,-1
"바이비트 “횡보장, 고정 수익 암호화폐 상품 투자 유효"" | CoinNess",-1
에이프로빗 실시간 주요 암호화폐 시세 | 코인니스,-1
"네온랩스, 솔라나에 이더리움 가상머신 배치 | 코인니스",-1
"ARK 인베스트 ETF, 전날 코인베이스 주식 17.9만주 매수 | 코인니스",-1
"스시스왑, 전략적 자금조달 규모 2000만 달러로 수정 | 코인니스",-1
"미국 NBA 새크라멘토 킹스, 오픈씨에서 첫 NFT 시리즈 출시 | 코인니스",-1
"중국 대형 보험사 핑안, 디지털 위안화로 보험료 납부 시 할인 | 코인니스",-1
"엘뱅크, BMON 상장 | 코인니스",-1
이더리움 이글 8/8 EGL 제네시스 론칭 | 코인니스,-1
"정부 부채 페깅 스테이블코인, 미국 특허 승인 | 코인니스",-1
"피터 시프 ""BTC 3만 달러선, 저항선될 것"" | 코인니스",-1
"베라시티, 쟁글 신용도 평가 A등급 획득 | 코인니스",-1
"뉴욕멜론은행, 암호화폐 거래 플랫폼 '퓨어 디지털' 공개 지원 | 코인니스",-1
"조셉 영 ""암호화폐 투자, 장기적으로 봐야"" | 코인니스",-1
포블게이트 실시간 주요 암호화폐 시세 | 코인니스,-1
"아르고 블록체인 ""3Q 미국예탁주식 상장 계획"" | 코인니스",-1
"금융위, 코인 '증권성 판단' 기준 마련한다 | CoinNess",-1
"아오이 소라, 7/22 바이낸스 NFT서 NFT 드랍 | 코인니스",-1
"피터 브랜트 ""비트코인, 6000~6만 달러대 흐름 안정적"" | 코인니스",-1
"디파이 포털사이트 디파이박스, 바이낸스스마트체인 서비스 론칭 | CoinNess",-1
"미러 프로토콜, 아크인베스트먼트 주가 추종 mARKK 지원 | 코인니스",-1
"BTC 상승폭 확대, 31,000 달러선 회복 | 코인니스",-1
"애널리스트 ""ADA, 1달러 선 지지 여부 중요"" | 코인니스",-1
"프로젝트 위드, 플레이어스와 전략적 파트너십 체결 | 코인니스",-1
"비트스탬프, 유로화 연동 스테이블코인 EURT 지원 | 코인니스",-1
"'도지코인 백만장자' 유튜버 ""DOGE 지속 매집 중"" | 코인니스",-1
"아크 인베스트, 이틀간 1,080만 달러 규모 GBTC 매수 | 코인니스",-1
"OKEx, 23일 SOL·FLOW 스테이킹 상품 출시 | 코인니스",-1
"워드프레스 기반 웹사이트, IOTA 결제 지원 | 코인니스",-1
"레디클, 탈중앙화조직(DAO) 코드 관리 툴 출시 | 코인니스",-1
"호주 증권거래소, 상원의회에 '암호화폐 커스터디' 규정 마련 촉구 | 코인니스",-1
"알라메다 리서치 ""BTC 3만 달러 아래 가격에 추가 매수"" | 코인니스",-1
"보고서 ""시장 침체에도 미국인 암호화폐 투자↑"" | CoinNess",-1
"서베이 ""기관 투자자 비트코인 투자, '보안'이 걸림돌"" | 코인니스",-1
"블룸버그 전략가 ""비트코인 암흑기 아냐, 3만 달러 지지 확인 후 장기 상승"" | 코인니스",-1
"비트스탬프, 미국 지사 CEO로 크라켄 전 CCO 영입 | 코인니스",-1
"아발란체, 자체 체인에 체인링크 오라클 통합 | 코인니스",-1
"블록체인 게임 '제드 런' 개발사, 2000만 달러 시리즈 A 투자 조달 | 코인니스",-1
"美 암호화폐 채굴업체 코어사이언티픽, SPAC 통해 나스닥 상장 추진 | 코인니스",-1
"플레어 네트워크, XRP 홀더에 SGB 에어드롭 예정 | 코인니스",-1
"美 SEC 위원장 ""주식토큰과 스테이블코인, 증권법 적용"" | 코인니스",-1
"노벨경제학상 수상자 ""비트코인, 투기성 짙은 자산일 뿐"" | 코인니스",-1
"프라이버시 인프라스트럭쳐 '님', 테스트넷 업그레이드 | 코인니스",-1
"골드만삭스 ""패밀리 오피스 45%, 암호화폐 투자 의향 있다"" | 코인니스",1
"버뮤다, 거래소에 디지털 자산 라이선스 '클래스T' 첫 발급 | CoinNess",1
中 쓰촨성 떠나는 채굴자 이미지 오픈씨서 NFT 경매 진행 | 코인니스,1
"스티브 잡스 자필 입사 지원서, 라리블서 NFT 경매 진행 | 코인니스",1
"BTC 상승폭 확대, 32,000 달러선 회복 | 코인니스",1
"비워드 컨퍼런스 ""비트코인 채굴 전력 소비 39%, 재생 에너지"" | 코인니스",1
"팍소스, PAX·BUSD 준비 자산 첫 공개... 현금성 자산 96% | 코인니스",1
"비워드 컨퍼런스 ""BTC 거래 中 자금세탁·테러 자금 조달 비중 극히 작다"" | 코인니스",1
"애널리스트 ""EU 익명 암호화폐 월렛 금지 발언은 퍼드(FUD)"" | 코인니스",1
"비워드, 일론 머스크-잭 도시-캐시우드 비트코인 토론 시작 | 코인니스",1
"일론 머스크 ""결론적으로, 비트코인 지지한다"" | 코인니스",1
"일론 머스크 ""스페이스X, 비트코인 보유 중"" | 코인니스",1
"비워드 컨퍼런스 ""미디어의 BTC 집중화 보도, 잘못됐다"" | 코인니스",1
"트위터 CEO ""비트코인, 인터넷 네이티브 화폐 될 수 있어"" | 코인니스",1
"일론 머스크 ""비트코인, 매도 않고 매수만 한다"" | 코인니스",1
ETH 2000 달러 회복 | 코인니스,1
"일론 머스크 ""테슬라, 다시 비트코인 결제 지원 가능성 크다"" | 코인니스",1
사우디 국영 석유기업 데이터 유출... 해커 5000만 달러 암호화폐 요구 | 코인니스,1
"캐시 우드 ""비트코인, 신흥시장 인플레이션 헷징 수단 될 것"" | 코인니스",1
"뉴저지 증권국, 블록파이 이자계정 개설 중단 발효일자 연기... 22일→29일 | 코인니스",1
"트위터 CEO ""BTC, 세계 평화에 도움이 되길 바래"" | 코인니스",1
"코인베이스 커머스, 결제옵션에 DOGE 추가 | 코인니스",1
"데이터 ""BTC 선물 미체결약정, 39.7만 BTC...5월 18일 이후 최고"" | 코인니스",1
"훈민정음 NFT 1억에...간송미술관, 100개 한정판매 추진 | 코인니스",1
"테더사 법률고문 ""USDT 회계 감사, 몇 달 뒤 진행 가능"" | 코인니스",1
"'크립토 맘' SEC 위원 ""SEC '투자자 보호' 방식, 미국답지 않다"" | 코인니스",1
"폴리곤 공동 창업자 ""NFT 게임 산업, 할리우드 영화 산업보다 큰 규모"" | 코인니스",1
"NFT매니아, 로보트 태권V 탄생 45주년 기념 NFT 발행 | 코인니스",1
"美 법원, 리플-SEC 소송 증인 심문 일정 27일로 연기 | 코인니스",1
"외신 ""스텔라 재단, 머니그램 인수 가능성"" | 코인니스",1
"퍼포즈 이더리움 ETF, ETH 보유량 6.2만개 돌파 | 코인니스",1
"스테이블코인 프로젝트 프락스 파이낸스, 하모니와 파트너십 | 코인니스",1
"엘뱅크, HERO 상장 | 코인니스",1
"NFTSCAN, 퍼블릭 베타 출시 | 코인니스",1
"3403 BTC, 제미니로 입금 | 코인니스",1
"인터밀란, 칠리즈 플랫폼 '소시오스' 메인 스폰서로...유니폼 공개 | 코인니스",1
"美 온라인 증권사 창업자 ""암호화폐, 성공하기는 힘들겠지만 일부 베팅할 가치 있어"" | 코인니스",1
"엘뱅크, OOE 상장 | 코인니스",1
"호주 암호화폐 채굴 기업, 미국에 ASIC 장비 추가 배치 | 코인니스",1
"호주 메이저 결제 서비스, 암호화폐 거래 출시 예정...미국·호주 시장 타깃 | 코인니스",1
"금융위 ""미신고영업 해외거래소, 접속차단·고발 조치 | 코인니스",1
에이프로빗 실시간 주요 암호화폐 시세 | 코인니스,1
"GMO 창업자 ""주식·암호화폐 시장 거품, 이르면 올 가을 터진다"" | 코인니스",1
"사진 작가 김중만, NFT 컬렉션 작품 출시...""대중 예술 보급확대 희망"" | 코인니스",1
"바이낸스 오스트레일리아, 코인리와 파트너십...세금 신고 솔루션 제공 | 코인니스",1
"비탈릭 부테린, NFT 홍보 영상에 깜짝 출연 | 코인니스",1
"데이터 ""BTC 평균 블록크기 15~20% 감소"" | 코인니스",1
"폴카닷 창업자 ""쿠사마 파라체인 안정화 후 1~2주 내 슬롯 경매 시작"" | 코인니스",1
이더리움 런던 하드포크 테스트 보고서 발표...EIP-1559 결함 복구 완료 | 코인니스,1
"커런시닷컴, 英 암호하폐 기업 자율 규제 공동체 크립토UK 합류 | 코인니스",1
"블록체인 숙박 공유 플랫폼, 한달새 20만 개 숙박 시설과 제휴 | 코인니스",1
"中 이통사 주도 블록체인 표준 권고안, ITU 회의 통과 | 코인니스",1
"스위스 크립토 은행, 폴카닷 ETP 출시...스위스 증권거래소 상장 완료 | 코인니스",1
"핫빗코리아, 가입 및 오아시스게임(OSG) 홍보 프로모션 진행 | 코인니스",1
"캐시 우드, 7000억 달러 송금 시장서 암호화폐 활용 건의 | 코인니스",1
"러시아 중앙은행, 증권사에 암호화폐 관련 기업 상장 제한 권고 | 코인니스",1
"그레이스케일 CEO ""투자자들, 단기 변동성 충격 크지 않다"" | 코인니스",1
"미래애셋 미국 자회사 글로벌X, 비트코인 ETF 신청 | CoinNess",1
"영국 왓포드 FC, 암호화폐 카지노 스테이크닷컴과 스폰서십 체결 | 코인니스",1
뉴저지 이어 앨라배마주도 블록파이에 미등록 증권판매 혐의 적용 | 코인니스,1
"비자, 리플넷 고객 '커런시클라우드' 인수 예정 | 코인니스",1
"비탈릭 ""EIP-1559 2022년 도입 연기설, 사실 아냐"" | 코인니스",1
엘살바도르서 비트코인 법정화폐 지정 반대 시위 열려 | 코인니스,1
"전 미국 소비자금융보호국장, 암호화폐 리스크 모니터링 기업 합류 | 코인니스",1
"셀러 네트워크, 메인넷에서 cBridge v1.0 출시 | 코인니스",1
"분석 ""비트코인 3만달러서 삼중바닥 형성, 단기 강세"" | 코인니스",1
"cETH, 셀로 블록체인 출시 | 코인니스",1
"포브스 기고자 ""NFT·디파이, 암호화폐 시장 랠리 주도"" | 코인니스",1
"영국 내셔널웨스트민스터은행, 바이낸스 카드 결제 차단 | 코인니스",1
"솔라나, 에버뉴캐피탈과 2000만 달러 생태계 펀드 설립 | 코인니스",1
"아르고 블록체인, 텍사스주에 친환경 암호화폐 채굴장 구축 중 | 코인니스",1
"BTC 32,000 달러선 회복 | 코인니스",1
"레이디움, 온리원 IDO 진행 | 코인니스",1
"탈중앙 신원인증 기업 매직랩스, 2700만 달러 시리즈 A 투자유치 | 코인니스",1
"사이먼 마켓, 1억 달러 자금 조달.. 암호화폐 펀드 등 사업 확장 | 코인니스",1
2Q 블록체인 스타트업 43.8억달러 조달.. 역대 최대 | 코인니스,1
"인도 중앙은행 부총재 ""암호화폐, 화폐 정의에 부합하지 않아"" | 코인니스",1
"디피니티, 집단소송 휘말려.. 원고 ""ICP는 미등록 증권"" | 코인니스",1
"크립토 벤처 스튜디오 떼시스, 2100만 달러 시리즈 A 투자유치 | 코인니스",1
"폴리곤-UNXD, 1000만 달러 NFT 펀드 설립 | 코인니스",1
"리얼비전 CEO ""현재 가장 확실한 베팅은 이더리움"" | CoinNess",1
"외신 ""JP모건, 모든 자산관리자에 암호화폐 펀드 투자 채널 제공 권한 부여"" | 코인니스",1
"우크라이나 정부, 디지털 자산 산업 발전 로드맵 공개 | 코인니스",1
"이더리움 클라이언트 Geth, 1.10.6 버전 출시...EIP 관련 결함 복구 | 코인니스",1
"美 NCUA, 신용조합과 디파이·DLT 상호작용 방식 공개 피드백 요청 | 코인니스",1
"외신 ""인도 중앙은행, CBDC 시범사업 진행 검토 중"" | 코인니스",1
"바이비트, 서버 접속 오류 발생...기술팀 긴급 복구 진행 | 코인니스",1
"빗썸, 홈페이지 및 모바일 앱 접속 장애 발생 | 코인니스",1
"정책 전문가 ""SEC, 권한 확대 위해 리플 고소"" | 코인니스",1
"FTX 창업자 ""다음 목표는 미국 시장 진출"" | 코인니스",1
"미국 컴퓨터 하드웨어 제조사 PNY, 치아 채굴 전용 SSD 출시 | 코인니스",1
코인베이스도 접속 장애... 암호화폐 거래소 접속 장애 잇따라 | 코인니스,1
"레딧, 이더리움 기반 커뮤니티 포인트 시스템 확장 위해 아비트럼 도입 | 코인니스",1
"포브스 ""헤지펀드, 암호화폐 투자 확대 중"" | 코인니스",1
"그레이스케일 CEO ""선구적인 리더로 성장할 것... ETF 전환 전념"" 서한 공개 | 코인니스",1
"콜롬비아 중앙은행, 최초 블록체인 채권 파일럿 시작 | 코인니스",1
"구글 프로덕트 매니저 ""머스크 암호화폐 언급, 수익 창출 목적"" | 코인니스",1
"텍사스, 블록파이 BIA 중단 요청... 증권법 위반 혐의 | 코인니스",1
"조던 벨포트 ""머스크, DOGE 펌프앤덤프 하기엔 돈이 너무 많아"" | 코인니스",1
"크림파이낸스, 유로화 연동 스테이블코인 EURT 지원 | 코인니스",1
"갤럽 ""젊은 미국인 BTC 투자 급증... 암호화폐 위험하지 않다 인식 바껴"" | 코인니스",1
"그레이스케일 암호화폐 운용 자산, 약 284억 달러 | 코인니스",1
"뱅크프로브, 암호화폐 거래소 고객 위한 결제 네트워크 출시 | 코인니스",1
"외신 ""BCH 사이드체인 프로젝트, 다음주 런칭 예정"" | 코인니스",1
"ETH 2.0 전환 공식 제안 발표...""올해 적용은 어려워"" | 코인니스",1
"북미 편의점 체인 써클K, 비트코인 ATM 지원 | 코인니스",1
"암호화폐 대출 플랫폼 블록파이, 규제 강화에도 내년 IPO 진행 추진 | 코인니스",1
"토르체인, 일주일 만에 또다시 네트워크 공격 당해... 화이크해커로 추정 | 코인니스",1
"트라이엄프엑스, KFC 코리아와 MOU 체결...NFT 기술 비즈니스 접목 | 코인니스",1
"외신 ""비트코인 29500 달러 저점 확인, 추세 반전 타진 중"" | 코인니스",1
"비탈릭 부테린 ""이더리움, 디파이보다 비금융 유틸리티가 더 중요"" | 코인니스",1
"트위터 CEO ""비트코인, 향후 트위터에서 큰 역할 할 것"" | 코인니스",1
7월 23일 코인니스 데일리 선물 차트 분석 | 코인니스,1
크립토 '공포·탐욕 지수' 23... 극단적 공포 지속 | 코인니스,1
"카루라 스왑, KSM/KAR 거래쌍 지원 | 코인니스",1
"NFT매니아, 넴・심볼과 전략적 파트너십 체결 | 코인니스",1
"엘뱅크, GDOGE 상장 | 코인니스",1
"이스라엘 블록체인 개발사, P2P 토큰 스왑 솔루션 출시 예정 | 코인니스",1
"바이낸스, 오늘 QUICK 상장 | 코인니스",1
"데이터 ""연중 랜섬웨어 피해액 2.08억 달러...작년 피해 넘어설 전망"" | 코인니스",1
"이더허브 공동 창업자 ""EIP-1559·EIP-3074·EIP-3675, ETH의 삼위일체"" | 코인니스",1
에이프로빗 실시간 주요 암호화폐 시세 | 코인니스,1
"AXS, 지난 7일간 수익 3800만 달러...ETH 제치고 1위 | 코인니스",1
"코스모스, 밴드 프로토콜 통합...블록체인 상호 운용성 제고 | 코인니스",1
"폴리곤 게임·NFT 자회사, 1억 달러 규모 펀드 조성 | 코인니스",1
"ETH 대규모 이체, 5975억 달러 규모…빗썸→익명 | 코인니스",1
"선전 지하철, 디지털 위안화 앱 통한 승차권 구매 지원 | 코인니스",1
"Aave, 기관 전용 DeFi 유동성풀 구축 예정 | CoinNess",1
"바이낸스 런치패드, Coin98 토큰세일 진행 | 코인니스",1
"OKEx, 브라우저 익스텐션 월렛 출시 | 코인니스",1
"바이낸스 CEO ""바이낸스 US, IPO 고려 중"" | 코인니스",1
"오원랩스 CEO, 미나 재단 CEO로 취임 | CoinNess",1
"소더비, 23일 무하마드 알리 컬랙션 NFT 경매 진행 | 코인니스",1
"나이지리아, 10월 1일 CBDC 시범 사업 착수 | 코인니스",1
후오비코리아 7월 23일 시황 분석 | 코인니스,1
"코인리스트, 이더리움 이글 제네시스 스테이킹 참여 | CoinNess",1
"분석 ""BTC 33000달러, 강력한 저항선 될 수도"" | 코인니스",1
"빗썸, SOC 투자유의종목 지정 해제 | 코인니스",1
"베이징 정부 주도 블록체인 시스템 체인메이커, IPFS 도입 | 코인니스",1
"후오비코리아 ""美 비월드 개최 이후 비트코인에 대한 긍정 전망 다시 커져"" | 코인니스",1
"FTX 창업자 ""가능하다면, 모든 규제 라이센스 취득할 것"" | 코인니스",1
"가상자산 이용 외국환거래법 위반금액, 올 상반기에만 1조 6천억원 | 코인니스",1
"카자흐스탄 데이터센터 운영사 에너직스, 비트메인 채굴기 호스팅 예정 | 코인니스",1
"분석 ""비트코인 네트워크 탈중앙화 가속화"" | 코인니스",1
"세타, 25일 메인넷 3.1.0 버전 배포 | 코인니스",1
"NFT 아트 거래 플랫폼 크립토아트.Ai, 240만 달러 투자 유치 | 코인니스",1
